,0,1,2,3,4
666,manger,a container (usually in a barn or stable) from which cattle or horses feed,"['manger', 'trough']",667,0
667,manhole,a hole (usually with a flush cover) through which a person can gain access to an underground structure,['manhole'],668,0
668,map,a diagrammatic representation of the earth's surface (or part of it),['map'],669,0
669,marker,a writing implement for making a mark,['marker'],670,0
670,martini,a cocktail made of gin (or vodka) with dry vermouth,['martini'],671,0
671,mascot,a person or animal that is adopted by a team or other group as a symbolic figure,['mascot'],672,0
672,mashed_potato,potato that has been peeled and boiled and then mashed,['mashed_potato'],673,0
673,masher,a kitchen utensil used for mashing (e.g. potatoes),['masher'],674,0
674,mask,a protective covering worn over the face,"['mask', 'facemask']",675,0
675,mast,a vertical spar for supporting sails,['mast'],676,0
676,mat_(gym_equipment),sports equipment consisting of a piece of thick padding on the floor for gymnastics,"['mat_(gym_equipment)', 'gym_mat']",677,0
677,matchbox,a box for holding matches,['matchbox'],678,0
678,mattress,a thick pad filled with resilient material used as a bed or part of a bed,['mattress'],679,0
679,measuring_cup,graduated cup used to measure liquid or granular ingredients,['measuring_cup'],680,0
680,measuring_stick,measuring instrument having a sequence of marks at regular intervals,"['measuring_stick', 'ruler_(measuring_stick)', 'measuring_rod']",681,0
681,meatball,ground meat formed into a ball and fried or simmered in broth,['meatball'],682,0
682,medicine,something that treats or prevents or alleviates the symptoms of disease,['medicine'],683,0
683,melon,fruit of the gourd family having a hard rind and sweet juicy flesh,['melon'],684,0
684,microphone,device for converting sound waves into electrical energy,['microphone'],685,0
685,microscope,magnifier of the image of small objects,['microscope'],686,0
686,microwave_oven,kitchen appliance that cooks food by passing an electromagnetic wave through it,['microwave_oven'],687,0
687,milestone,stone post at side of a road to show distances,"['milestone', 'milepost']",688,0
688,milk,a white nutritious liquid secreted by mammals and used as food by human beings,['milk'],689,0
689,milk_can,can for transporting milk,['milk_can'],690,0
690,milkshake,frothy drink of milk and flavoring and sometimes fruit or ice cream,['milkshake'],691,0
691,minivan,a small box-shaped passenger van,['minivan'],692,0
692,mint_candy,a candy that is flavored with a mint oil,['mint_candy'],693,0
693,mirror,polished surface that forms images by reflecting light,['mirror'],694,0
694,mitten,glove that encases the thumb separately and the other four fingers together,['mitten'],695,0
695,mixer_(kitchen_tool),a kitchen utensil that is used for mixing foods,"['mixer_(kitchen_tool)', 'stand_mixer']",696,0
696,money,the official currency issued by a government or national bank,['money'],697,0
697,monitor_(computer_equipment) computer_monitor,a computer monitor,['monitor_(computer_equipment) computer_monitor'],698,0
698,monkey,any of various long-tailed primates,['monkey'],699,0
699,motor,machine that converts other forms of energy into mechanical energy and so imparts motion,['motor'],700,0
700,motor_scooter,a wheeled vehicle with small wheels and a low-powered engine,"['motor_scooter', 'scooter']",701,0
701,motor_vehicle,a self-propelled wheeled vehicle that does not run on rails,"['motor_vehicle', 'automotive_vehicle']",702,0
702,motorcycle,a motor vehicle with two wheels and a strong frame,['motorcycle'],703,0
703,mound_(baseball),(baseball) the slight elevation on which the pitcher stands,"['mound_(baseball)', ""pitcher's_mound""]",704,0
704,mouse_(computer_equipment),a computer input device that controls an on-screen pointer (does not include trackpads / touchpads),"['mouse_(computer_equipment)', 'computer_mouse']",705,0
705,mousepad,a small portable pad that provides an operating surface for a computer mouse,['mousepad'],706,0
706,muffin,a sweet quick bread baked in a cup-shaped pan,['muffin'],707,0
707,mug,with handle and usually cylindrical,['mug'],708,0
708,mushroom,a common mushroom,['mushroom'],709,0
709,music_stool,a stool for piano players; usually adjustable in height,"['music_stool', 'piano_stool']",710,0
710,musical_instrument,any of various devices or contrivances that can be used to produce musical tones or sounds,"['musical_instrument', 'instrument_(musical)']",711,0
711,nailfile,a small flat file for shaping the nails,['nailfile'],712,0
712,napkin,a small piece of table linen or paper that is used to wipe the mouth and to cover the lap in order to protect clothing,"['napkin', 'table_napkin', 'serviette']",713,0
713,neckerchief,a kerchief worn around the neck,['neckerchief'],714,0
714,necklace,jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament,['necklace'],715,0
715,necktie,neckwear consisting of a long narrow piece of material worn under a collar and tied in knot at the front,"['necktie', 'tie_(necktie)']",716,0
716,needle,a sharp pointed implement (usually metal),['needle'],717,0
717,nest,a structure in which animals lay eggs or give birth to their young,['nest'],718,0
718,newspaper,"a daily or weekly publication on folded sheets containing news, articles, and advertisements","['newspaper', 'paper_(newspaper)']",719,0
719,newsstand,a stall where newspapers and other periodicals are sold,['newsstand'],720,0
720,nightshirt,garments designed to be worn in bed,"['nightshirt', 'nightwear', 'sleepwear', 'nightclothes']",721,0
721,nosebag_(for_animals),a canvas bag that is used to feed an animal (such as a horse); covers the muzzle and fastens at the top of the head,"['nosebag_(for_animals)', 'feedbag']",722,0
722,noseband_(for_animals),a strap that is the part of a bridle that goes over the animal's nose,"['noseband_(for_animals)', 'nosepiece_(for_animals)']",723,0
723,notebook,a book with blank pages for recording notes or memoranda,['notebook'],724,0
724,notepad,a pad of paper for keeping notes,['notepad'],725,0
725,nut,a small metal block (usually square or hexagonal) with internal screw thread to be fitted onto a bolt,['nut'],726,0
726,nutcracker,a hand tool used to crack nuts open,['nutcracker'],727,0
727,oar,an implement used to propel or steer a boat,['oar'],728,0
728,octopus_(food),tentacles of octopus prepared as food,['octopus_(food)'],729,0
729,octopus_(animal),bottom-living cephalopod having a soft oval body with eight long tentacles,['octopus_(animal)'],730,0
730,oil_lamp,a lamp that burns oil (as kerosine) for light,"['oil_lamp', 'kerosene_lamp', 'kerosine_lamp']",731,0
731,olive_oil,oil from olives,['olive_oil'],732,0
732,omelet,beaten eggs cooked until just set; may be folded around e.g. ham or cheese or jelly,"['omelet', 'omelette']",733,0
733,onion,the bulb of an onion plant,['onion'],734,0
734,orange_(fruit),orange (FRUIT of an orange tree),['orange_(fruit)'],735,0
735,orange_juice,bottled or freshly squeezed juice of oranges,['orange_juice'],736,0
736,ostrich,fast-running African flightless bird with two-toed feet; largest living bird,['ostrich'],737,0
737,ottoman,"a thick standalone cushion used as a seat or footrest, often next to a chair","['ottoman', 'pouf', 'pouffe', 'hassock']",738,0
738,oven,kitchen appliance used for baking or roasting,['oven'],739,0
739,overalls_(clothing),work clothing consisting of denim trousers usually with a bib and shoulder straps,['overalls_(clothing)'],740,0
740,owl,nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes,['owl'],741,0
741,packet,a small package or bundle,['packet'],742,0
742,inkpad,absorbent material saturated with ink used to transfer ink evenly to a rubber stamp,"['inkpad', 'inking_pad', 'stamp_pad']",743,0
743,pad,mostly arm/knee pads labeled,['pad'],744,0
744,paddle,a short light oar used without an oarlock to propel a canoe or small boat,"['paddle', 'boat_paddle']",745,0
745,padlock,"a detachable, portable lock",['padlock'],746,0
746,paintbrush,a brush used as an applicator to apply paint,['paintbrush'],747,0
747,painting,graphic art consisting of an artistic composition made by applying paints to a surface,['painting'],748,0
748,pajamas,loose-fitting nightclothes worn for sleeping or lounging,"['pajamas', 'pyjamas']",749,0
749,palette,board that provides a flat surface on which artists mix paints and the range of colors used,"['palette', 'pallet']",750,0
750,pan_(for_cooking),cooking utensil consisting of a wide metal vessel,"['pan_(for_cooking)', 'cooking_pan']",751,0
751,pan_(metal_container),shallow container made of metal,['pan_(metal_container)'],752,0
752,pancake,a flat cake of thin batter fried on both sides on a griddle,['pancake'],753,0
753,pantyhose,a woman's tights consisting of underpants and stockings,['pantyhose'],754,0
754,papaya,large oval melon-like tropical fruit with yellowish flesh,['papaya'],755,0
755,paper_plate,a disposable plate made of cardboard,['paper_plate'],756,0
756,paper_towel,a disposable towel made of absorbent paper,['paper_towel'],757,0
757,paperback_book,a book with paper covers,"['paperback_book', 'paper-back_book', 'softback_book', 'soft-cover_book']",758,0
758,paperweight,a weight used to hold down a stack of papers,['paperweight'],759,0
759,parachute,rescue equipment consisting of a device that fills with air and retards your fall,['parachute'],760,0
760,parakeet,any of numerous small slender long-tailed parrots,"['parakeet', 'parrakeet', 'parroket', 'paraquet', 'paroquet', 'parroquet']",761,0
761,parasail_(sports),parachute that will lift a person up into the air when it is towed by a motorboat or a car,['parasail_(sports)'],762,0
762,parasol,a handheld collapsible source of shade,"['parasol', 'sunshade']",763,0
763,parchment,a superior paper resembling sheepskin,['parchment'],764,0
764,parka,a kind of heavy jacket (`windcheater' is a British term),"['parka', 'anorak']",765,0
765,parking_meter,a coin-operated timer located next to a parking space,['parking_meter'],766,0
766,parrot,usually brightly colored tropical birds with short hooked beaks and the ability to mimic sounds,['parrot'],767,0
767,passenger_car_(part_of_a_train),a railcar where passengers ride,"['passenger_car_(part_of_a_train)', 'coach_(part_of_a_train)']",768,0
768,passenger_ship,a ship built to carry passengers,['passenger_ship'],769,0
769,passport,a document issued by a country to a citizen allowing that person to travel abroad and re-enter the home country,['passport'],770,0
770,pastry,any of various baked foods made of dough or batter,['pastry'],771,0
771,patty_(food),small flat mass of chopped food,['patty_(food)'],772,0
772,pea_(food),seed of a pea plant used for food,['pea_(food)'],773,0
773,peach,downy juicy fruit with sweet yellowish or whitish flesh,['peach'],774,0
774,peanut_butter,a spread made from ground peanuts,['peanut_butter'],775,0
775,pear,sweet juicy gritty-textured fruit available in many varieties,['pear'],776,0
776,peeler_(tool_for_fruit_and_vegetables),a device for peeling vegetables or fruits,['peeler_(tool_for_fruit_and_vegetables)'],777,0
777,wooden_leg,a prosthesis that replaces a missing leg,"['wooden_leg', 'pegleg']",778,0
778,pegboard,a board perforated with regularly spaced holes into which pegs can be fitted,['pegboard'],779,0
779,pelican,large long-winged warm-water seabird having a large bill with a distensible pouch for fish,['pelican'],780,0
780,pen,a writing implement with a point from which ink flows,['pen'],781,0
781,pencil,a thin cylindrical pointed writing implement made of wood and graphite,['pencil'],782,0
782,pencil_box,a box for holding pencils,"['pencil_box', 'pencil_case']",783,0
783,pencil_sharpener,a rotary implement for sharpening the point on pencils,['pencil_sharpener'],784,0
784,pendulum,an apparatus consisting of an object mounted so that it swings freely under the influence of gravity,['pendulum'],785,0
785,penguin,short-legged flightless birds of cold southern regions having webbed feet and wings modified as flippers,['penguin'],786,0
786,pennant,a flag longer than it is wide (and often tapering),['pennant'],787,0
787,penny_(coin),a coin worth one-hundredth of the value of the basic unit,['penny_(coin)'],788,0
788,pepper,pungent seasoning from the berry of the common pepper plant; whole or ground,"['pepper', 'peppercorn']",789,0
789,pepper_mill,a mill for grinding pepper,"['pepper_mill', 'pepper_grinder']",790,0
790,perfume,a toiletry that emits and diffuses a fragrant odor,['perfume'],791,0
791,persimmon,orange fruit resembling a plum; edible when fully ripe,['persimmon'],792,0
792,person,a human being,"['person', 'baby', 'child', 'boy', 'girl', 'man', 'woman', 'human']",793,0
793,pet,a domesticated animal kept for companionship or amusement,['pet'],794,0
794,pew_(church_bench),long bench with backs; used in church by the congregation,"['pew_(church_bench)', 'church_bench']",795,0
795,phonebook,a directory containing an alphabetical list of telephone subscribers and their telephone numbers,"['phonebook', 'telephone_book', 'telephone_directory']",796,0
796,phonograph_record,sound recording consisting of a typically black disk with a continuous groove,"['phonograph_record', 'phonograph_recording', 'record_(phonograph_recording)']",797,0
797,piano,a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds,['piano'],798,0
798,pickle,vegetables (especially cucumbers) preserved in brine or vinegar,['pickle'],799,0
799,pickup_truck,a light truck with an open body and low sides and a tailboard,['pickup_truck'],800,0
800,pie,dish baked in pastry-lined pan often with a pastry top,['pie'],801,0
801,pigeon,wild and domesticated birds having a heavy body and short legs,['pigeon'],802,0
802,piggy_bank,a child's coin bank (often shaped like a pig),"['piggy_bank', 'penny_bank']",803,0
803,pillow,a cushion to support the head of a sleeping person,['pillow'],804,0
804,pin_(non_jewelry),a small slender (often pointed) piece of wood or metal used to support or fasten or attach things,['pin_(non_jewelry)'],805,0
805,pineapple,large sweet fleshy tropical fruit with a tuft of stiff leaves,['pineapple'],806,0
806,pinecone,the seed-producing cone of a pine tree,['pinecone'],807,0
807,ping-pong_ball,light hollow ball used in playing table tennis,['ping-pong_ball'],808,0
808,pinwheel,a toy consisting of vanes of colored paper or plastic that is pinned to a stick and spins when it is pointed into the wind,['pinwheel'],809,0
809,tobacco_pipe,a tube with a small bowl at one end; used for smoking tobacco,['tobacco_pipe'],810,0
810,pipe,a long tube made of metal or plastic that is used to carry water or oil or gas etc.,"['pipe', 'piping']",811,0
811,pistol,a firearm that is held and fired with one hand,"['pistol', 'handgun']",812,0
812,pita_(bread),usually small round bread that can open into a pocket for filling,"['pita_(bread)', 'pocket_bread']",813,0
813,pitcher_(vessel_for_liquid),an open vessel with a handle and a spout for pouring,"['pitcher_(vessel_for_liquid)', 'ewer']",814,0
814,pitchfork,a long-handled hand tool with sharp widely spaced prongs for lifting and pitching hay,['pitchfork'],815,0
815,pizza,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,['pizza'],816,0
816,place_mat,a mat placed on a table for an individual place setting,['place_mat'],817,0
817,plate,dish on which food is served or from which food is eaten,['plate'],818,0
818,platter,a large shallow dish used for serving food,['platter'],819,0
819,playpen,a portable enclosure in which babies may be left to play,['playpen'],820,0
820,pliers,a gripping hand tool with two hinged arms and (usually) serrated jaws,"['pliers', 'plyers']",821,0
821,plow_(farm_equipment),a farm tool having one or more heavy blades to break the soil and cut a furrow prior to sowing,"['plow_(farm_equipment)', 'plough_(farm_equipment)']",822,0
822,plume,a feather or cluster of feathers worn as an ornament,['plume'],823,0
823,pocket_watch,a watch that is carried in a small watch pocket,['pocket_watch'],824,0
824,pocketknife,a knife with a blade that folds into the handle; suitable for carrying in the pocket,['pocketknife'],825,0
825,poker_(fire_stirring_tool),fire iron consisting of a metal rod with a handle; used to stir a fire,"['poker_(fire_stirring_tool)', 'stove_poker', 'fire_hook']",826,0
826,pole,a long (usually round) rod of wood or metal or plastic,"['pole', 'post']",827,0
827,polo_shirt,a shirt with short sleeves designed for comfort and casual wear,"['polo_shirt', 'sport_shirt']",828,0
828,poncho,a blanket-like cloak with a hole in the center for the head,['poncho'],829,0
829,pony,any of various breeds of small gentle horses usually less than five feet high at the shoulder,['pony'],830,0
830,pool_table,game equipment consisting of a heavy table on which pool is played,"['pool_table', 'billiard_table', 'snooker_table']",831,0
831,pop_(soda),a sweet drink containing carbonated water and flavoring,"['pop_(soda)', 'soda_(pop)', 'tonic', 'soft_drink']",832,0
832,postbox_(public),public box for deposit of mail,"['postbox_(public)', 'mailbox_(public)']",833,0
833,postcard,a card for sending messages by post without an envelope,"['postcard', 'postal_card', 'mailing-card']",834,0
834,poster,a sign posted in a public place as an advertisement,"['poster', 'placard']",835,0
835,pot,metal or earthenware cooking vessel that is usually round and deep; often has a handle and lid,['pot'],836,0
836,flowerpot,a container in which plants are cultivated,['flowerpot'],837,0
837,potato,an edible tuber native to South America,['potato'],838,0
838,potholder,an insulated pad for holding hot pots,['potholder'],839,0
839,pottery,ceramic ware made from clay and baked in a kiln,"['pottery', 'clayware']",840,0
840,pouch,a small or medium size container for holding or carrying things,['pouch'],841,0
841,power_shovel,a machine for excavating,"['power_shovel', 'excavator', 'digger']",842,0
842,prawn,any of various edible decapod crustaceans,"['prawn', 'shrimp']",843,0
843,pretzel,glazed and salted cracker typically in the shape of a loose knot,['pretzel'],844,0
844,printer,a machine that prints,"['printer', 'printing_machine']",845,0
845,projectile_(weapon),a weapon that is forcibly thrown or projected at a targets,"['projectile_(weapon)', 'missile']",846,0
846,projector,an optical instrument that projects an enlarged image onto a screen,['projector'],847,0
847,propeller,a mechanical device that rotates to push against air or water,"['propeller', 'propellor']",848,0
848,prune,dried plum,['prune'],849,0
849,pudding,any of various soft thick unsweetened baked dishes,['pudding'],850,0
850,puffer_(fish),fishes whose elongated spiny body can inflate itself with water or air to form a globe,"['puffer_(fish)', 'pufferfish', 'blowfish', 'globefish']",851,0
851,puffin,seabirds having short necks and brightly colored compressed bills,['puffin'],852,0
852,pug-dog,small compact smooth-coated breed of Asiatic origin having a tightly curled tail and broad flat wrinkled muzzle,['pug-dog'],853,0
853,pumpkin,usually large pulpy deep-yellow round fruit of the squash family maturing in late summer or early autumn,['pumpkin'],854,0
854,puncher,a tool for making holes or indentations,['puncher'],855,0
855,puppet,a small figure of a person operated from above with strings by a puppeteer,"['puppet', 'marionette']",856,0
856,puppy,a young dog,['puppy'],857,0
857,quesadilla,a tortilla that is filled with cheese and heated,['quesadilla'],858,0
858,quiche,a tart filled with rich unsweetened custard; often contains other ingredients (as cheese or ham or seafood or vegetables),['quiche'],859,0
859,quilt,bedding made of two layers of cloth filled with stuffing and stitched together,"['quilt', 'comforter']",860,0
860,rabbit,any of various burrowing animals of the family Leporidae having long ears and short tails,['rabbit'],861,0
861,race_car,a fast car that competes in races,"['race_car', 'racing_car']",862,0
862,racket,a sports implement used to strike a ball in various games,"['racket', 'racquet']",863,0
863,radar,measuring instrument in which the echo of a pulse of microwave radiation is used to detect and locate distant objects,['radar'],864,0
864,radiator,a mechanism consisting of a metal honeycomb through which hot fluids circulate,['radiator'],865,0
865,radio_receiver,an electronic receiver that detects and demodulates and amplifies transmitted radio signals,"['radio_receiver', 'radio_set', 'radio', 'tuner_(radio)']",866,0
866,radish,pungent edible root of any of various cultivated radish plants,"['radish', 'daikon']",867,0
867,raft,a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers,['raft'],868,0
868,rag_doll,a cloth doll that is stuffed and (usually) painted,['rag_doll'],869,0
869,raincoat,a water-resistant coat,"['raincoat', 'waterproof_jacket']",870,0
870,ram_(animal),uncastrated adult male sheep,['ram_(animal)'],871,0
871,raspberry,red or black edible aggregate berries usually smaller than the related blackberries,['raspberry'],872,0
872,rat,any of various long-tailed rodents similar to but larger than a mouse,['rat'],873,0
873,razorblade,a blade that has very sharp edge,['razorblade'],874,0
874,reamer_(juicer),a squeezer with a conical ridged center that is used for squeezing juice from citrus fruit,"['reamer_(juicer)', 'juicer', 'juice_reamer']",875,0
875,rearview_mirror,vehicle mirror (side or rearview),['rearview_mirror'],876,0
876,receipt,an acknowledgment (usually tangible) that payment has been made,['receipt'],877,0
877,recliner,an armchair whose back can be lowered and foot can be raised to allow the sitter to recline in it,"['recliner', 'reclining_chair', 'lounger_(chair)']",878,0
878,record_player,machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,"['record_player', 'phonograph_(record_player)', 'turntable']",879,0
879,reflector,"device that reflects light, radiation, etc.",['reflector'],880,0
880,remote_control,a device that can be used to control a machine or apparatus from a distance,['remote_control'],881,0
881,rhinoceros,massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout,['rhinoceros'],882,0
882,rib_(food),cut of meat including one or more ribs,['rib_(food)'],883,0
883,rifle,a shoulder firearm with a long barrel,['rifle'],884,0
884,ring,jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger,['ring'],885,0
885,river_boat,a boat used on rivers or to ply a river,['river_boat'],886,0
886,road_map,(NOT A ROAD) a MAP showing roads (for automobile travel),['road_map'],887,0
887,robe,any loose flowing garment,['robe'],888,0
888,rocking_chair,a chair mounted on rockers,['rocking_chair'],889,0
889,rodent,relatively small placental mammals having a single pair of constantly growing incisor teeth specialized for gnawing,['rodent'],890,0
890,roller_skate,a shoe with pairs of rollers (small hard wheels) fixed to the sole,['roller_skate'],891,0
891,Rollerblade,an in-line variant of a roller skate,['Rollerblade'],892,0
892,rolling_pin,utensil consisting of a cylinder (usually of wood) with a handle at each end; used to roll out dough,['rolling_pin'],893,0
893,root_beer,carbonated drink containing extracts of roots and herbs,['root_beer'],894,0
894,router_(computer_equipment),a device that forwards data packets between computer networks,['router_(computer_equipment)'],895,0
895,rubber_band,a narrow band of elastic rubber used to hold things (such as papers) together,"['rubber_band', 'elastic_band']",896,0
896,runner_(carpet),a long narrow carpet,['runner_(carpet)'],897,0
897,plastic_bag,a bag made of paper or plastic for holding customer's purchases,"['plastic_bag', 'paper_bag']",898,0
898,saddle_(on_an_animal),a seat for the rider of a horse or camel,['saddle_(on_an_animal)'],899,0
899,saddle_blanket,stable gear consisting of a blanket placed under the saddle,"['saddle_blanket', 'saddlecloth', 'horse_blanket']",900,0
900,saddlebag,a large bag (or pair of bags) hung over a saddle,['saddlebag'],901,0
901,safety_pin,a pin in the form of a clasp; has a guard so the point of the pin will not stick the user,['safety_pin'],902,0
902,sail,a large piece of fabric by means of which wind is used to propel a sailing vessel,['sail'],903,0
903,salad,food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens,['salad'],904,0
904,salad_plate,a plate or bowl for individual servings of salad,"['salad_plate', 'salad_bowl']",905,0
905,salami,highly seasoned fatty sausage of pork and beef usually dried,['salami'],906,0
906,salmon_(fish),any of various large food and game fishes of northern waters,['salmon_(fish)'],907,0
907,salmon_(food),flesh of any of various marine or freshwater fish of the family Salmonidae,['salmon_(food)'],908,0
908,salsa,spicy sauce of tomatoes and onions and chili peppers to accompany Mexican foods,['salsa'],909,0
909,saltshaker,a shaker with a perforated top for sprinkling salt,['saltshaker'],910,0
910,sandal_(type_of_shoe),a shoe consisting of a sole fastened by straps to the foot,['sandal_(type_of_shoe)'],911,0
911,sandwich,two (or more) slices of bread with a filling between them,['sandwich'],912,0
912,satchel,luggage consisting of a small case with a flat bottom and (usually) a shoulder strap,['satchel'],913,0
913,saucepan,a deep pan with a handle; used for stewing or boiling,['saucepan'],914,0
914,saucer,a small shallow dish for holding a cup at the table,['saucer'],915,0
915,sausage,highly seasoned minced meat stuffed in casings,['sausage'],916,0
916,sawhorse,a framework for holding wood that is being sawed,"['sawhorse', 'sawbuck']",917,0
917,saxophone,a wind instrument with a `J'-shaped form typically made of brass,['saxophone'],918,0
918,scale_(measuring_instrument),a measuring instrument for weighing; shows amount of mass,['scale_(measuring_instrument)'],919,0
919,scarecrow,an effigy in the shape of a man to frighten birds away from seeds,"['scarecrow', 'strawman']",920,0
920,scarf,a garment worn around the head or neck or shoulders for warmth or decoration,['scarf'],921,0
921,school_bus,a bus used to transport children to or from school,['school_bus'],922,0
922,scissors,a tool having two crossed pivoting blades with looped handles,['scissors'],923,0
923,scoreboard,a large board for displaying the score of a contest (and some other information),['scoreboard'],924,0
924,scraper,any of various hand tools for scraping,['scraper'],925,0
925,screwdriver,a hand tool for driving screws; has a tip that fits into the head of a screw,['screwdriver'],926,0
926,scrubbing_brush,a brush with short stiff bristles for heavy cleaning,['scrubbing_brush'],927,0
927,sculpture,a three-dimensional work of art,['sculpture'],928,0
928,seabird,a bird that frequents coastal waters and the open ocean: gulls; pelicans; gannets; cormorants; albatrosses; petrels; etc.,"['seabird', 'seafowl']",929,0
929,seahorse,small fish with horse-like heads bent sharply downward and curled tails,['seahorse'],930,0
930,seaplane,an airplane that can land on or take off from water,"['seaplane', 'hydroplane']",931,0
931,seashell,the shell of a marine organism,['seashell'],932,0
932,sewing_machine,a textile machine used as a home appliance for sewing,['sewing_machine'],933,0
933,shaker,a container in which something can be shaken,['shaker'],934,0
934,shampoo,cleansing agent consisting of soaps or detergents used for washing the hair,['shampoo'],935,0
935,shark,typically large carnivorous fishes with sharpe teeth,['shark'],936,0
936,sharpener,any implement that is used to make something (an edge or a point) sharper,['sharpener'],937,0
937,Sharpie,a pen with indelible ink that will write on any surface,['Sharpie'],938,0
938,shaver_(electric),a razor powered by an electric motor,"['shaver_(electric)', 'electric_shaver', 'electric_razor']",939,0
939,shaving_cream,toiletry consisting that forms a rich lather for softening the beard before shaving,"['shaving_cream', 'shaving_soap']",940,0
940,shawl,cloak consisting of an oblong piece of cloth used to cover the head and shoulders,['shawl'],941,0
941,shears,large scissors with strong blades,['shears'],942,0
942,sheep,woolly usually horned ruminant mammal related to the goat,['sheep'],943,0
943,shepherd_dog,any of various usually long-haired breeds of dog reared to herd and guard sheep,"['shepherd_dog', 'sheepdog']",944,0
944,sherbert,a frozen dessert made primarily of fruit juice and sugar,"['sherbert', 'sherbet']",945,0
945,shield,armor carried on the arm to intercept blows,['shield'],946,0
946,shirt,a garment worn on the upper half of the body,['shirt'],947,0
947,shoe,common footwear covering the foot,"['shoe', 'sneaker_(type_of_shoe)', 'tennis_shoe']",948,0
948,shopping_bag,a bag made of plastic or strong paper (often with handles); used to transport goods after shopping,['shopping_bag'],949,0
949,shopping_cart,a handcart that holds groceries or other goods while shopping,['shopping_cart'],950,0
950,short_pants,trousers that end at or above the knee,"['short_pants', 'shorts_(clothing)', 'trunks_(clothing)']",951,0
951,shot_glass,a small glass adequate to hold a single swallow of whiskey,['shot_glass'],952,0
952,shoulder_bag,a large handbag that can be carried by a strap looped over the shoulder,['shoulder_bag'],953,0
953,shovel,"a hand tool for lifting loose material such as snow, dirt, etc.",['shovel'],954,0
954,shower_head,a plumbing fixture that sprays water over you,['shower_head'],955,0
955,shower_cap,a tight cap worn to keep hair dry while showering,['shower_cap'],956,0
956,shower_curtain,a curtain that keeps water from splashing out of the shower area,['shower_curtain'],957,0
957,shredder_(for_paper),a device that shreds documents,['shredder_(for_paper)'],958,0
958,signboard,structure displaying a board on which advertisements can be posted,['signboard'],959,0
959,silo,a cylindrical tower used for storing goods,['silo'],960,0
960,sink,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe,['sink'],961,0
961,skateboard,a board with wheels that is ridden in a standing or crouching position and propelled by foot,['skateboard'],962,0
962,skewer,a long pin for holding meat in position while it is being roasted,['skewer'],963,0
963,ski,sports equipment for skiing on snow,['ski'],964,0
964,ski_boot,a stiff boot that is fastened to a ski with a ski binding,['ski_boot'],965,0
965,ski_parka,a parka to be worn while skiing,"['ski_parka', 'ski_jacket']",966,0
966,ski_pole,a pole with metal points used as an aid in skiing,['ski_pole'],967,0
967,skirt,a garment hanging from the waist; worn mainly by girls and women,['skirt'],968,0
968,skullcap,rounded brimless cap fitting the crown of the head,['skullcap'],969,0
969,sled,"a vehicle or flat object for transportation over snow by sliding or pulled by dogs, etc.","['sled', 'sledge', 'sleigh']",970,0
970,sleeping_bag,large padded bag designed to be slept in outdoors,['sleeping_bag'],971,0
971,sling_(bandage),bandage to support an injured forearm; slung over the shoulder or neck,"['sling_(bandage)', 'triangular_bandage']",972,0
972,slipper_(footwear),low footwear that can be slipped on and off easily; usually worn indoors,"['slipper_(footwear)', 'carpet_slipper_(footwear)']",973,0
973,smoothie,a thick smooth drink consisting of fresh fruit pureed with ice cream or yoghurt or milk,['smoothie'],974,0
974,snake,limbless scaly elongate reptile; some are venomous,"['snake', 'serpent']",975,0
975,snowboard,a board that resembles a broad ski or a small surfboard; used in a standing position to slide down snow-covered slopes,['snowboard'],976,0
976,snowman,a figure of a person made of packed snow,['snowman'],977,0
977,snowmobile,tracked vehicle for travel on snow having skis in front,['snowmobile'],978,0
978,soap,a cleansing agent made from the salts of vegetable or animal fats,['soap'],979,0
979,soccer_ball,an inflated ball used in playing soccer (called `football' outside of the United States),['soccer_ball'],980,0
980,sock,cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee,['sock'],981,0
981,sofa,an upholstered seat for more than one person,"['sofa', 'couch', 'lounge']",982,0
982,softball,ball used in playing softball,['softball'],983,0
983,solar_array,electrical device consisting of a large array of connected solar cells,"['solar_array', 'solar_battery', 'solar_panel']",984,0
984,sombrero,a straw hat with a tall crown and broad brim; worn in American southwest and in Mexico,['sombrero'],985,0
985,soup,liquid food especially of meat or fish or vegetable stock often containing pieces of solid food,['soup'],986,0
986,soup_bowl,a bowl for serving soup,['soup_bowl'],987,0
987,soupspoon,a spoon with a rounded bowl for eating soup,['soupspoon'],988,0
988,sour_cream,soured light cream,"['sour_cream', 'soured_cream']",989,0
989,soya_milk,a milk substitute containing soybean flour and water; used in some infant formulas and in making tofu,"['soya_milk', 'soybean_milk', 'soymilk']",990,0
